Id,Predicted
0,55.2413297035376
1,51.23985844125431
2,40.54979139149302
3,62.772221304091566
4,38.99487031527203
5,42.89258640503113
6,56.342825223217716
7,52.46581292737512
8,48.182727395730836
9,45.42446614367412
10,40.04286573269212
11,34.24060661008829
12,20.738317073354757
13,17.096685000656993
14,41.81035215689439
15,39.07703241920015
16,43.338206306204185
17,53.38422738990563
18,45.10553678427517
19,50.76788126750807
20,45.23011392204873
21,24.125598091100017
22,49.71583875386759
23,53.341326042870705
24,34.306255450614934
25,50.451912537978465
26,34.39343941343291
27,44.35928518890278
28,59.726347862234945
29,43.94658155111245
30,28.635369928483758
31,45.59576743770195
32,42.841566455767506
33,50.23550987870554
34,32.74163593587257
35,46.70121256442812
36,67.35291707456486
37,58.8106683642286
38,45.44524817109473
39,35.75291663697381
40,37.60819895518557
41,37.611105191036636
42,46.854110380717714
43,20.942703278940627
44,51.66431882939155
45,61.44334960355424
46,53.468579521342164
47,22.639963363486366
48,41.22732672528992
49,51.65306280777152
50,36.81185424960819
51,41.63232768797435
52,26.673178132484576
53,52.25910050642588
54,46.42208219087239
55,35.9719775808328
56,72.84965904488143
57,49.10034114618945
58,28.098309102775378
59,29.966438541960024
60,48.955362696672545
61,52.6289714036275
62,47.60304423798637
63,38.719328492738605
64,38.558151188437236
65,49.905012260695635
66,53.06208685032568
67,51.59635814820055
68,42.31746324481084
69,47.31013352553077
70,36.76409509642187
71,36.88832299302204
72,51.38613269022419
73,45.835114626981934
74,30.401905538798175
75,66.75932228616813
76,60.890378035423005
77,30.230232530775975
78,51.42501787606119
79,55.35142691575869
80,54.377722336114026
81,55.42555113929272
82,40.61581625302402
83,50.04156296602569
84,46.27964973284209
85,23.438523270694787
86,55.276752802987986
87,55.46013006358556
88,39.53010774604906
89,49.888222459194196
90,40.83895055939609
91,55.75250926860816
92,60.76324770935138
93,59.26636289537754
94,54.522174568191964
95,47.0841404980351
96,41.321959533247714
97,44.97604556602537
98,43.498724333708424
99,53.94562037523081
100,31.140720448216314
101,35.19021022844621
102,24.91467232739864
103,34.62240830940479
104,50.31726673116202
105,26.675639589019234
106,51.487370958942
107,44.02343103409847
108,40.08747992478355
109,44.84334947968452
110,59.51986767773168
111,44.52527054917817
112,47.95304415800454
113,46.59020224230662
114,47.8598830033507
115,43.994351797104166
116,35.27045289678973
117,53.424829510784406
118,39.44257102935151
119,57.91409145242606
120,31.83268932195798
121,54.58296645496728
122,51.28303679156592
123,44.460354765939435
124,41.312226814306186
125,49.85734249957902
126,45.51525453114078
127,72.10841177364254
128,44.15360863363735
129,52.403605463020384
130,36.39010914535517
131,56.72122067460434
132,50.50070025279924
133,26.813886023275167
134,43.521631972018724
135,35.63668105269188
136,49.93128110489629
137,54.37366426599003
138,51.49116354629018
139,49.66330463596103
140,55.10565298408701
141,41.95457978252875
142,26.962973137809726
143,43.81856419010412
144,50.33619009645946
145,27.235821217623663
146,45.27259341133448
147,57.11690701173926
148,52.396868862704586
149,51.25165989888258
150,42.26311741346765
151,26.303642328376228
152,26.711556321235413
153,31.818373929992973
154,53.79093273068649
155,46.96290088273371
156,46.8626628918846
157,44.63470702490892
158,36.81977361538631
159,41.27058174089265
160,29.71544847436393
161,36.570565957580094
162,60.74654964618061
163,39.80021627090126
164,53.34687260606565
165,54.72170823564604
166,34.918401809971364
167,49.504863330047904
168,44.995961440802745
169,33.477372667290346
170,26.519486418628805
171,36.259653594201566
172,50.685787255569146
173,50.29855091535704
174,53.016528983054194
175,57.99504206670028
176,39.5640909845992
177,38.559205863936725
178,35.70078066242059
179,33.284747500342725
180,39.922813836411315
181,40.22625432467164
182,32.68514859472073
183,38.94117915745479
184,50.6532024799008
185,49.60151372731947
186,45.77483252772968
187,43.63144845808368
188,26.032135560416137
189,57.68409504320978
190,30.93318404768489
191,63.33984524217365
192,34.20487129849428
193,41.10042414238826
194,58.53748396510505
195,49.64746281891535
196,38.01344785648382
197,46.15825950613977
198,30.988992456066065
199,50.90587230985828
200,61.88544672680937
201,54.32130433486679
202,56.84291087938044
203,44.642787996413034
204,57.65050985432279
205,56.6053966464962
206,36.92769572202762
207,26.104324059625156
208,37.93790820659787
209,28.43758316459302
210,44.1513859071603
211,58.29471640410665
212,39.91397067345393
213,55.868377379172074
214,44.551807504150005
215,41.70453734495844
216,65.35872734649948
217,42.24797427285393
218,48.86082391979133
219,42.58819750037255
220,53.71997373553573
221,45.72092410782761
222,29.10728609461836
223,33.159963825118496
224,31.51623086377605
225,47.053211914770344
226,32.404271037175704
227,45.85862796846167
228,46.53419273145292
229,42.66219560932616
230,33.785267074963556
231,57.401639054370634
232,37.71341534421814
233,30.94993971534011
234,45.957144011135995
235,41.312519804576525
236,39.83028122780961
237,41.92118521669249
238,44.76605136797757
239,28.237280954579344
240,46.81474856902447
241,41.976071473142795
242,38.37717508783138
243,44.55967208163111
244,43.12629601486933
245,64.63722079452572
246,69.83316431315637
247,45.23096342449215
248,60.63582897281738
249,60.71601947152231
250,55.64695272789245
251,34.94253436540832
252,44.9949108336823
253,51.79238290494627
254,54.318868203429545
255,57.27318624208511
256,41.087750597077
257,51.75884981765343
258,52.386358280122636
259,43.283185336327534
260,27.023819024401142
261,50.29166862444421
262,51.63678818996327
263,33.53205094230612
264,42.03939373972772
265,45.97207451342489
266,56.48306848558617
267,48.319217847850396
268,54.01279788724371
269,43.046879636805
270,55.26208489270465
271,47.74823925228847
272,47.933251750719975
273,48.03450500008432
274,57.28498047028734
275,56.67421401417539
276,38.81525696975101
277,47.81404752228355
278,60.73089154791064
279,55.555221138551964
280,59.32254539510019
281,60.07752271663459
282,49.884186867276284
283,41.529634051646
284,52.68931936655006
285,67.50154801767582
286,21.566963751274493
287,23.996237864129476
288,31.4438019146362
289,40.405155223367224
290,59.092854758345105
291,72.46233452476285
292,41.692704109137516
293,38.890144699684384
294,40.1423468433605
295,59.50860692762872
296,37.53550106642537
297,71.14217842909416
298,60.74923878620291
299,43.38226854961413
300,52.17626881766006
301,43.07079149911174
302,49.27911692064143
303,52.13923606554037
304,43.28357632341352
305,48.88841515049034
306,54.444483661439826
307,56.20000820395393
308,31.554618810767337
309,68.75333251610408
310,51.54042520329098
311,57.46347594216333
312,55.349606456053756
313,42.19355602963622
314,53.8862934342488
315,38.68578578856395
316,37.49182722617536
317,46.35329070978019
318,47.71015401807408
319,34.785552343987625
320,47.54960024271249
321,50.512587453718034
322,44.60775505455311
323,50.958876400350604
324,39.3871736015443
325,34.49581441877866
326,37.42665248856389
327,38.578627848057174
328,36.962194648287436
329,51.82679424006138
330,40.36951837381557
331,46.86123564595141
332,57.07440165937323
333,43.63452837074838
334,54.99198072518455
335,59.13270977779152
336,47.18000471812036
337,41.5049126061611
338,43.77723750915507
339,43.591473754159516
340,28.672247519753128
341,64.10508716442827
342,64.33853091452399
343,51.96845030866263
344,55.222149328763464
345,63.53760651699665
346,45.13591359368616
347,46.09345310410251
348,45.72063562113426
349,58.9521097937737
350,35.63668105269188
351,52.413392440229956
352,48.84205736037691
353,35.92299868954051
354,52.6289714036275
355,38.63093263423692
356,33.512202378714996
357,60.1035727097492
358,54.92116509628784
359,54.913911941086624
360,52.825784109909954
361,37.9536434114082
362,39.49355980518202
363,63.0000773454713
364,57.57612015158937
365,40.40159259059095
366,52.319913044115715
367,58.75837408875656
368,52.17304671004499
369,51.90049403104615
370,23.6928681260128
371,28.35461968126559
372,26.642636408866714
373,60.33977600922729
374,24.004654111351037
375,33.522632653283424
376,34.09982715208968
377,43.32098595476357
378,40.965909663640254
379,28.82901241231376
380,45.711257538437955
381,56.43134846237614
382,51.90848462722921
383,49.86050321609282
384,45.50680255330092
385,51.94464119054757
386,32.57926804986774
387,28.079109056398202
388,31.83974382630739
389,58.43682743671493
390,39.75359443855136
391,50.20113682520082
392,44.15098823932587
393,68.73216091730097
394,54.48188699064438
395,54.21615014718492
396,50.41465630029903
397,38.83616121411462
398,40.836302068160705
399,57.20995135435621
400,52.68044996993518
401,41.333514039800235
402,50.82987178134334
403,48.546312000880484
404,48.1124100375964
405,54.12292959901394
406,42.32854570418648
407,43.96831723762708
408,9.596017611204381
409,59.553016272606754
410,33.04976295358904
411,36.883864038042134
412,43.20540843697397
413,20.0413859126245
414,25.5339844828887
415,27.71825500197923
416,47.08488486135499
417,46.7945898639222
418,45.643945443933426
419,63.3781530848918
420,66.32888392185595
421,36.94242322613605
422,47.52736169263643
423,56.466351072256835
424,53.480566023846144
425,38.60397701921293
426,46.767385582906904
427,40.05580145342188
428,57.366609058624164
429,50.02518232519313
430,47.79410161987334
431,46.06695554795516
432,50.97293792370423
433,57.5884460299826
434,60.611238785723984
435,43.08497390965975
436,45.32243870999298
437,20.10906981796967
438,33.92902384869255
439,47.02564724435085
440,34.49409972103986
441,53.243769836711536
442,51.35249576248668
443,47.0016258969773
444,46.703162489430355
445,70.643313576826
446,44.75533047013211
447,37.97972812267372
448,62.19744510022816
449,25.333214865996144
450,46.02848455895714
451,54.78467380034171
452,58.298284987870645
453,55.642691983519946
454,40.273019284807916
455,35.12632590310354
456,38.734316352518015
457,57.902158560928385
458,35.44953291635865
459,54.05082785034093
460,37.42663890023575
461,53.78547756177116
462,68.910063251905
463,54.355522087624294
464,45.875862117171714
465,46.965812347997954
466,62.85053761899515
467,37.598597924609344
468,74.71355883935442
469,49.181417913642015
470,55.34575614323703
471,47.27806604219334
472,56.57587459971757
473,53.7073058050058
474,43.842518303103084
475,45.229141402019295
476,51.88223624187097
477,54.98028882214265
478,41.66051774163087
479,52.08116261039195
480,62.690886579194554
481,61.239025381032455
482,51.26284940612051
483,60.040080645140364
484,54.91850237833559
485,34.27516780144392
486,42.28220673980386
487,53.20518597622128
488,49.05744396200547
489,57.98866377505615
490,61.08710943260896
491,60.682107840732144
492,62.27006268118956
493,31.45113098917438
494,35.91406721137237
495,36.981081636514
496,43.58242827754074
497,37.859875522908595
498,44.28677423119929
499,42.02915024667649
500,49.11758758449393
501,60.87237119403794
502,29.512208973009663
503,34.09898481426099
504,28.27569385526509
505,56.94781517387406
506,45.58413184322848
507,60.409464428086594
508,34.18831294080762
509,48.19177543564138
510,60.5833019073263
511,57.906425443951235
512,64.23174314403178
513,46.727311558146155
514,49.97584907795482
515,51.13324578866066
516,57.38360011616902
517,31.991167706786136
518,50.508846780651
519,54.94947088248854
520,36.423062819987194
521,48.07190452467766
522,45.246377153135036
523,21.175276579724674
524,24.147848407130056
525,23.331262570500318
526,46.86734660340521
527,56.196373224591966
528,45.42018448858365
529,47.69308160118053
530,27.01462520256314
531,53.385742689286744
532,50.231721420894615
533,38.71837219961987
534,28.285073813884793
535,49.462094728926516
536,35.15988438960378
537,55.29993614837842
538,65.13182109661645
539,37.346621606067174
540,46.215584810994
541,50.568558190213594
542,45.4069337664166
543,43.572282463110355
544,34.654189583082534
545,48.896511440648304
546,50.94268148656841
547,35.15228154717612
548,42.287127856126574
549,37.43660226318556
550,53.02436592538406
551,34.504251047025534
552,44.56902886274951
553,51.593151228919254
554,55.03163828409926
555,32.538022129407
556,32.89231827637357
557,45.4678259335251
558,69.5590482377277
559,40.8507301908143
560,35.56635856224614
561,45.192095936942835
562,41.64956413611973
563,61.88991713180734
564,38.284803135872885
565,40.71993346492382
566,49.03855691905032
567,39.2823817181336
568,47.62066952453219
569,44.37448476181361
570,43.94860691220791
571,24.690451541573417
572,56.26901484816091
573,52.485275964740666
574,44.03436238449172
575,32.01712540462602
576,45.7614237095551
577,46.631160547650225
578,37.245429179610774
579,36.30678925167812
580,44.496152011783586
581,27.47667319865113
582,56.851576178781045
583,24.29168304883425
584,54.80198897395148
585,46.42110549670034
586,35.430045911367245
587,17.987210639182365
588,26.99696241511014
589,54.54161355102324
590,50.53183794372488
591,49.28736888710529
592,35.82329736446794
593,43.588884798584544
594,45.35293494311969
595,46.34567286209107
596,49.8302026451152
597,59.573462811275775
598,39.15206909497773
599,49.693519227190606
600,43.2550248297904
601,41.46004750741052
602,34.20487129849428
603,48.99996820617332
604,42.755924935725474
605,52.666045668265895
606,57.91630725337167
607,39.833210418632994
608,34.69757042774917
609,36.816082384113365
610,56.31003715800899
611,39.01627420556225
612,35.13848669405783
613,58.94605316737749
614,60.49991709207918
615,26.580652063502136
616,30.245845325666174
617,42.94008370971481
618,36.01622790954705
619,47.496391375161195
620,34.15348178309073
621,20.734287379129494
622,29.381913878052668
623,31.803332459792937
